Usage Start Date,CPU Utilization (%),Memory Utilization (%),Usage Quantity,Total Cost (INR)
2022-01-01,50.993428306022466,63.98723258753843,113.09205116028053,2541.936479080539
2022-01-02,57.545788223338434,71.04087535442133,143.24533657253323,2794.601091872395
2022-01-03,61.05266020002062,71.6167964174554,149.47201236182028,2847.570948428117
2022-01-04,57.396903106993136,68.01813212073303,136.917614970289,2758.7610819280335
2022-01-05,45.20886386337975,58.70051408963036,96.20870096024666,2430.35710424007
2022-01-06,39.80245696928591,57.5355247673567,95.69280087534895,2426.0626404596364
2022-01-07,45.364122812337484,58.765165357801344,75.15004253316691,2300.966876149473
2022-01-08,51.56288346530932,63.795377558650344,115.24106365112452,2540.524421358438
2022-01-09,56.91138206081439,72.26753236839586,139.86891381446856,2840.1072532331327
2022-01-10,60.87041721799467,74.23279201064781,154.67463206406964,2881.5275247837735
2022-01-11,53.452022015555656,66.08974512389075,133.59775909499174,2726.853913610211
2022-01-12,44.77372511268943,60.41785942746435,96.17920350567803,2453.1264822132116
2022-01-13,40.78266943331984,56.082881186868974,83.3524577480692,2334.360518691085
2022-01-14,38.407150699010614,57.374512998347356,98.65475573240342,2442.9529218873645
2022-01-15,46.60619234898093,66.28623327340287,119.92774140515357,2611.576112958479
2022-01-16,56.75376978120585,71.00893516284064,139.42225174702992,2756.1112855439424
2022-01-17,57.787648897157396,72.45067504749467,146.0414872094389,2925.692601393559
2022-01-18,55.035366073374625,65.5163018790867,139.26619632088608,2783.6534450458425
2022-01-19,43.917150475791004,62.53608414588014,103.5623074236096,2466.817439283125
2022-01-20,37.50215149452069,55.39871762452233,90.80781287240777,2383.421106112835
2022-01-21,45.19302273317281,58.895277100662746,114.70494843070347,2559.7519102868064
2022-01-22,49.63248942003742,65.47909692269518,109.45095911503364,2569.7347977680743
2022-01-23,58.041415256067125,73.36167277001044,129.5206428415536,2841.142539041886
2022-01-24,56.99182877240283,70.90522721603456,156.43701491395862,2883.5518625327722
2022-01-25,53.34611996613723,64.01383769721822,128.547847923294,2685.345611508166
2022-01-26,45.983057813256664,61.87974192294946,105.43808785465737,2505.1561301144957
2022-01-27,38.052785749350164,59.97938249432144,85.54343186962643,2360.5435146358013
2022-01-28,43.041135239024555,60.68480818992504,95.54719466995407,2357.3508887243047
2022-01-29,48.91077864817639,65.39853114392243,133.90886517691078,2616.1171845878157
2022-01-30,57.350985354108246,70.60424110305703,151.03255243313092,2841.518586606846
2022-01-31,58.66592592737446,74.10015221492182,157.34622576070063,2848.047843620828
2022-02-01,58.16745579120897,67.10379713664541,122.92731603734069,2685.9102886526903
2022-02-02,45.76223219136457,62.339514765105875,99.05489825421041,2480.5272349013508
2022-02-03,38.267365053286476,58.05783146605773,69.36019368882697,2186.670128017163
2022-02-04,43.9628430335431,60.43771402701684,91.43068929746721,2343.213816981894
2022-02-05,47.69838273507545,69.24454258462974,129.05432584126032,2658.6865033967792
2022-02-06,58.38011405070781,71.95132983752589,149.0312369602079,2895.730073551517
2022-02-07,55.9780129110772,72.14703338665723,148.95647163202284,2773.76399554009
2022-02-08,51.834541331397745,68.54676547316674,134.35887028397246,2753.638848287256
2022-02-09,46.21096311958219,58.99237475899051,103.03318387606514,2520.5790563625815
2022-02-10,41.8877340781926,56.278567035926834,93.99103409395967,2437.2114812755635
2022-02-11,42.68850377872015,58.25448601385148,104.31290217200912,2516.124651856683
2022-02-12,49.936787477244515,64.33993043461385,108.75374612092628,2640.0973335298986
2022-02-13,57.38819347652321,71.61224870006095,147.57298640695475,2830.299784309152
2022-02-14,56.96832318510541,71.69785943189783,158.46819677331223,2910.9386293238313
2022-02-15,53.07923901940869,70.28768344769408,131.49661031204494,2696.956036697618
2022-02-16,44.92397711292787,61.6673097189541,114.43001318366807,2546.050969795664
2022-02-17,42.55305937764311,57.32769675610512,115.15033866056083,2592.6414412099625
2022-02-18,43.06101780248063,58.39757810150438,97.63127366230407,2376.475205036443
2022-02-19,46.67001773829903,65.37985956255685,125.10743689028766,2589.562776361495
2022-02-20,58.66658281349489,72.64237429426444,139.55148830499985,2861.7288297981404
2022-02-21,59.18321661201112,71.65180451215738,152.73886717652624,2930.70039623133
2022-02-22,53.19309744258963,67.63997321834704,138.77972569364516,2743.697867829905
2022-02-23,47.09662123953268,61.23242058366444,110.66328707889954,2574.9287724344877
2022-02-24,42.52882797720068,55.343851357855854,84.75568061714459,2362.4133412201545
2022-02-25,44.2643554685796,57.68154389194414,100.39705024683782,2516.508129589703
2022-02-26,48.54567700958271,64.453752731704,133.9386880700212,2694.97792824986
2022-02-27,57.42800413000637,72.7373211735847,149.3251711604422,2896.4003445576077
2022-02-28,60.64392204265438,73.36735233447925,159.2648954583196,3046.4212255108573
2022-03-01,56.526045704449835,68.93854332426393,133.48159700372094,2777.0219138598227
2022-03-02,44.94293419316394,62.98536707533407,115.38389034216334,2553.819942230085
2022-03-03,40.12352498588465,57.1776105657192,95.42752595058266,2422.451234999413
2022-03-04,40.21713928933865,59.51713846167235,91.41901030877138,2355.6399418391825
2022-03-05,47.85971281487016,65.03426191787489,125.06942866870608,2728.8129827521866
2022-03-06,59.6994945335007,71.84479143186769,138.08265180683853,2813.294708616876
2022-03-07,62.7218892439924,72.12038285981161,146.78609581670156,2871.574356043128
2022-03-08,54.45894921404795,65.0109432250506,137.17245929219595,2725.278789264758
2022-03-09,47.936362471642006,61.52861189405524,112.0427826838495,2599.6364035404904
2022-03-10,41.246128996311036,59.53880095772083,83.95966359426839,2368.4145100492083
2022-03-11,41.16758373514396,60.341774795394024,107.73832238576725,2455.8764293391914
2022-03-12,51.00293128105182,66.658201279413,127.37745092675388,2695.3462096138346
2022-03-13,61.17853002864774,73.32195449573018,140.65853769950894,2773.0372276977214
2022-03-14,59.965771115634354,73.14851773792377,139.82859971422153,2826.0965902133303
2022-03-15,57.7602707758402,68.98615302882632,134.77873627124075,2788.864837917234
2022-03-16,40.71782047468197,60.824563299435795,106.37741885595423,2532.30026931555
2022-03-17,42.19467596196976,56.95157997478299,94.65878704134472,2374.6773778346787
2022-03-18,42.65993138783405,59.89711892194098,96.68164299709471,2370.235203933147
2022-03-19,49.710139376106824,67.03694221353214,107.02188588442525,2503.995311878404
2022-03-20,58.3139924557903,71.279599504752,143.46972974802176,2773.867578121856
2022-03-21,56.09029937165596,72.3612579594571,149.96446526730335,2901.9754808874277
2022-03-22,54.2196536955406,68.71198191125538,141.2874011721195,2843.427208398003
2022-03-23,46.699549832888515,62.673861771233675,104.63951123999033,2514.2421292210033
2022-03-24,43.53467304970582,55.28091753987587,107.46320084193604,2541.9083872766687
2022-03-25,41.47731082181396,55.55020127283107,84.57359195116034,2344.618373504683
2022-03-26,48.71918087825562,64.4263207887941,133.85102082284112,2689.055106055061
2022-03-27,57.15497082255377,69.67871078465491,145.06209355744133,2814.290823162927
2022-03-28,61.92425544326541,72.2953420655159,159.56623720463338,2940.3758271188212
2022-03-29,55.34451369753857,68.51052999999698,137.1366649164321,2703.66403682654
2022-03-30,44.95381828933452,61.11318953955816,119.6216929951177,2587.930894829676
2022-03-31,41.63343383345298,59.64641157103491,91.215047808568,2378.7444011104703
2022-04-01,42.736020364060785,59.505600354692994,91.35789302498678,2419.849950025522
2022-04-02,52.3014720721112,65.7238481077003,135.00585520862342,2732.1878476861743
2022-04-03,56.782392728971594,72.46410064484385,146.22894022744393,2825.124635133673
2022-04-04,59.46614092166925,71.37031319056834,154.7421660849137,2869.3344026825307
2022-04-05,53.93080917895832,70.31187866460616,146.65640842635543,2814.2710534626694
2022-04-06,43.11432280760767,61.700426228541964,102.52974684019291,2489.622552734665
2022-04-07,41.227153528358954,58.494441700443254,99.35801077613961,2380.2317332403545
2022-04-08,43.09198981672794,57.42870786348187,95.70783844474103,2422.4818993494996
2022-04-09,50.402423011333916,62.96350892451264,122.86460613533517,2649.728738963862
2022-04-10,57.745338656979555,72.77863492106894,147.99515718761052,2821.2110610367695
2022-04-11,57.31873773776745,73.6641876616384,141.2480634743795,2782.524030552097
2022-04-12,53.901748846695355,67.42114415719206,130.8278368414684,2725.4054457730217
2022-04-13,45.38393767782193,60.53058854168579,121.87411198628872,2548.979332608603
2022-04-14,39.05837244279007,59.197883456456225,101.96375317373898,2438.24644719473
2022-04-15,42.27532185603977,57.27338637899385,100.20601994786168,2403.62451958912
2022-04-16,51.22831181868164,67.77916700867337,126.1470887186285,2709.2231745825525
2022-04-17,62.01489873315437,70.22187983731217,145.34312548947943,2961.691052617644
